id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
CP1000LUM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Luxembourg,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000LVM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Latvia,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000MTM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Malta,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000NLM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Netherlands,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000NOM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Norway,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000PLM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Poland,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000PTM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Portugal,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:13:55-05:00,0,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000ROM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Romania,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000SEM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Sweden,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000SIM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Slovenia,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000SKM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Slovakia,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000TRM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Turkey,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000USM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for United States,2001-12-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:35-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
